"id","age","age_rounded","gender","question_type","trial_number","trial_type","correct","trial"
47012865,3.86,3,"f","harder",6,"simple",0,"Number1"
47012865,3.86,3,"f","harder",7,"complex",1,"Pattern"
47012865,3.86,3,"f","harder",8,"complex",1,"Process2"
47012865,3.86,3,"f","harder",9,"complex",1,"Probability"
47012865,3.86,3,"f","harder",10,"complex",0,"Process1"
47012865,3.86,3,"f","harder",11,"agent",1,"Agent2"
47012865,3.86,3,"f","harder",12,"agent",1,"Agent1"
47012865,3.86,3,"f","harder",13,"agent",1,"Agent3"
81074804,3.69,3,"m","easier",1,"simple",0,"Number3"
81074804,3.69,3,"m","easier",2,"simple",0,"Number1"
81074804,3.69,3,"m","easier",3,"simple",1,"Number&Stability"
81074804,3.69,3,"m","easier",4,"simple",1,"Number4"
81074804,3.69,3,"m","easier",5,"simple",1,"Number2"
81074804,3.69,3,"m","easier",6,"simple",0,"Stability"
81074804,3.69,3,"m","easier",7,"complex",1,"Process1"
81074804,3.69,3,"m","easier",8,"complex",1,"Pattern"
81074804,3.69,3,"m","easier",9,"complex",0,"Probability"
81074804,3.69,3,"m","easier",10,"complex",0,"Process2"
81074804,3.69,3,"m","easier",11,"agent",1,"Agent2"
81074804,3.69,3,"m","easier",12,"agent",0,"Agent1"
81074804,3.69,3,"m","easier",13,"agent",1,"Agent3"
63977393,3.36,3,"m","harder",1,"simple",1,"Stability"
63977393,3.36,3,"m","harder",2,"simple",1,"Number&Stability"
63977393,3.36,3,"m","harder",3,"simple",1,"Number3"
63977393,3.36,3,"m","harder",4,"simple",1,"Number1"
63977393,3.36,3,"m","harder",5,"simple",1,"Number2"
63977393,3.36,3,"m","harder",6,"simple",1,"Number4"
63977393,3.36,3,"m","harder",7,"complex",1,"Process1"
63977393,3.36,3,"m","harder",8,"complex",1,"Process2"
63977393,3.36,3,"m","harder",9,"complex",1,"Pattern"
63977393,3.36,3,"m","harder",10,"complex",0,"Probability"
63977393,3.36,3,"m","harder",11,"agent",0,"Agent3"
63977393,3.36,3,"m","harder",12,"agent",0,"Agent1"
63977393,3.36,3,"m","harder",13,"agent",1,"Agent2"
81900869,3.28,3,"f","harder",1,"simple",1,"Number3"
81900869,3.28,3,"f","harder",2,"simple",1,"Number2"
81900869,3.28,3,"f","harder",3,"simple",1,"Number&Stability"
81900869,3.28,3,"f","harder",4,"simple",1,"Number4"
81900869,3.28,3,"f","harder",5,"simple",0,"Number1"
81900869,3.28,3,"f","harder",6,"simple",0,"Stability"
81900869,3.28,3,"f","harder",7,"complex",0,"Probability"
81900869,3.28,3,"f","harder",8,"complex",0,"Process1"
81900869,3.28,3,"f","harder",9,"complex",0,"Pattern"
81900869,3.28,3,"f","harder",10,"complex",1,"Process2"
81900869,3.28,3,"f","harder",11,"agent",0,"Agent3"
81900869,3.28,3,"f","harder",12,"agent",0,"Agent1"
81900869,3.28,3,"f","harder",13,"agent",1,"Agent2"
87143131,3.69,3,"m","harder",1,"simple",1,"Number2"
87143131,3.69,3,"m","harder",2,"simple",1,"Number3"
87143131,3.69,3,"m","harder",3,"simple",1,"Number1"
87143131,3.69,3,"m","harder",4,"simple",1,"Stability"
87143131,3.69,3,"m","harder",5,"simple",1,"Number4"
87143131,3.69,3,"m","harder",6,"simple",1,"Number&Stability"
87143131,3.69,3,"m","harder",7,"complex",0,"Process2"
87143131,3.69,3,"m","harder",8,"complex",1,"Process1"
87143131,3.69,3,"m","harder",9,"complex",1,"Pattern"
87143131,3.69,3,"m","harder",10,"complex",0,"Probability"
87143131,3.69,3,"m","harder",11,"agent",0,"Agent1"
87143131,3.69,3,"m","harder",12,"agent",1,"Agent3"
87143131,3.69,3,"m","harder",13,"agent",0,"Agent2"
24437148,3.78,3,"m","harder",1,"simple",1,"Number3"
24437148,3.78,3,"m","harder",2,"simple",1,"Number&Stability"
24437148,3.78,3,"m","harder",3,"simple",1,"Number1"
24437148,3.78,3,"m","harder",4,"simple",1,"Number4"
24437148,3.78,3,"m","harder",5,"simple",1,"Number2"
24437148,3.78,3,"m","harder",6,"simple",1,"Stability"
24437148,3.78,3,"m","harder",7,"complex",0,"Pattern"
24437148,3.78,3,"m","harder",8,"complex",0,"Process2"
24437148,3.78,3,"m","harder",9,"complex",0,"Process1"
24437148,3.78,3,"m","harder",10,"complex",1,"Probability"
24437148,3.78,3,"m","harder",11,"agent",1,"Agent1"
24437148,3.78,3,"m","harder",12,"agent",1,"Agent3"
24437148,3.78,3,"m","harder",13,"agent",0,"Agent2"
62567509,3.94,3,"m","harder",1,"simple",1,"Number1"
62567509,3.94,3,"m","harder",2,"simple",1,"Number2"
62567509,3.94,3,"m","harder",3,"simple",1,"Number4"
62567509,3.94,3,"m","harder",4,"simple",0,"Stability"
62567509,3.94,3,"m","harder",5,"simple",0,"Number3"
62567509,3.94,3,"m","harder",6,"simple",1,"Number&Stability"
62567509,3.94,3,"m","harder",7,"complex",0,"Pattern"
62567509,3.94,3,"m","harder",8,"complex",0,"Probability"
62567509,3.94,3,"m","harder",9,"complex",1,"Process2"
62567509,3.94,3,"m","harder",10,"complex",1,"Process1"
62567509,3.94,3,"m","harder",11,"agent",1,"Agent2"
62567509,3.94,3,"m","harder",12,"agent",1,"Agent3"
47320981,3.78,3,"m","easier",1,"simple",0,"Stability"
47320981,3.78,3,"m","easier",2,"simple",1,"Number3"
47320981,3.78,3,"m","easier",3,"simple",1,"Number1"
47320981,3.78,3,"m","easier",4,"simple",1,"Number2"
47320981,3.78,3,"m","easier",5,"simple",1,"Number4"
47320981,3.78,3,"m","easier",6,"simple",0,"Number&Stability"
47320981,3.78,3,"m","easier",7,"complex",1,"Process2"
47320981,3.78,3,"m","easier",8,"complex",0,"Probability"
47320981,3.78,3,"m","easier",9,"complex",1,"Process1"
47320981,3.78,3,"m","easier",10,"complex",0,"Pattern"
47320981,3.78,3,"m","easier",11,"agent",1,"Agent3"
47320981,3.78,3,"m","easier",12,"agent",0,"Agent1"
47320981,3.78,3,"m","easier",13,"agent",0,"Agent2"
61245163,3.53,3,"f","easier",1,"simple",1,"Stability"
61245163,3.53,3,"f","easier",2,"simple",0,"Number1"
61245163,3.53,3,"f","easier",3,"simple",0,"Number2"
61245163,3.53,3,"f","easier",4,"simple",0,"Number4"
61245163,3.53,3,"f","easier",5,"simple",1,"Number&Stability"
61245163,3.53,3,"f","easier",6,"simple",1,"Number3"
61245163,3.53,3,"f","easier",7,"complex",1,"Probability"
61245163,3.53,3,"f","easier",8,"complex",1,"Process1"
61245163,3.53,3,"f","easier",9,"complex",1,"Pattern"
61245163,3.53,3,"f","easier",10,"complex",1,"Process2"
61245163,3.53,3,"f","easier",11,"agent",0,"Agent2"
61245163,3.53,3,"f","easier",12,"agent",1,"Agent3"
61245163,3.53,3,"f","easier",13,"agent",0,"Agent1"
11231350,3.12,3,"m","harder",1,"simple",1,"Number3"
11231350,3.12,3,"m","harder",2,"simple",1,"Number1"
11231350,3.12,3,"m","harder",3,"simple",1,"Number&Stability"
11231350,3.12,3,"m","harder",4,"simple",1,"Number2"
11231350,3.12,3,"m","harder",5,"simple",1,"Stability"
11231350,3.12,3,"m","harder",6,"simple",1,"Number4"
11231350,3.12,3,"m","harder",7,"complex",1,"Pattern"
11231350,3.12,3,"m","harder",8,"complex",1,"Process1"
11231350,3.12,3,"m","harder",9,"complex",1,"Probability"
11231350,3.12,3,"m","harder",10,"complex",0,"Process2"
11231350,3.12,3,"m","harder",11,"agent",0,"Agent1"
11231350,3.12,3,"m","harder",12,"agent",1,"Agent2"
11231350,3.12,3,"m","harder",13,"agent",1,"Agent3"
24244718,3.94,3,"f","harder",1,"simple",1,"Number1"
24244718,3.94,3,"f","harder",2,"simple",1,"Stability"
24244718,3.94,3,"f","harder",3,"simple",1,"Number3"
24244718,3.94,3,"f","harder",4,"simple",0,"Number2"
24244718,3.94,3,"f","harder",5,"simple",0,"Number4"
24244718,3.94,3,"f","harder",6,"simple",0,"Number&Stability"
24244718,3.94,3,"f","harder",7,"complex",0,"Process2"
24244718,3.94,3,"f","harder",8,"complex",1,"Pattern"
24244718,3.94,3,"f","harder",9,"complex",1,"Process1"
24244718,3.94,3,"f","harder",10,"complex",0,"Probability"
24244718,3.94,3,"f","harder",11,"agent",1,"Agent2"
24244718,3.94,3,"f","harder",12,"agent",1,"Agent3"
24244718,3.94,3,"f","harder",13,"agent",0,"Agent1"
19470067,4.27,4,"f","harder",1,"simple",1,"Stability"
19470067,4.27,4,"f","harder",2,"simple",1,"Number1"
19470067,4.27,4,"f","harder",3,"simple",1,"Number3"
19470067,4.27,4,"f","harder",4,"simple",0,"Number2"
19470067,4.27,4,"f","harder",5,"simple",0,"Number4"
19470067,4.27,4,"f","harder",6,"simple",0,"Number&Stability"
19470067,4.27,4,"f","harder",7,"complex",1,"Probability"
19470067,4.27,4,"f","harder",8,"complex",1,"Process2"
19470067,4.27,4,"f","harder",9,"complex",0,"Process1"
19470067,4.27,4,"f","harder",10,"complex",0,"Pattern"
19470067,4.27,4,"f","harder",11,"agent",1,"Agent2"
19470067,4.27,4,"f","harder",12,"agent",1,"Agent3"
19470067,4.27,4,"f","harder",13,"agent",0,"Agent1"
18873893,4.68,4,"f","easier",1,"simple",1,"Stability"
18873893,4.68,4,"f","easier",2,"simple",1,"Number3"
18873893,4.68,4,"f","easier",3,"simple",1,"Number2"
18873893,4.68,4,"f","easier",4,"simple",1,"Number4"
18873893,4.68,4,"f","easier",5,"simple",1,"Number1"
18873893,4.68,4,"f","easier",6,"simple",1,"Number&Stability"
18873893,4.68,4,"f","easier",7,"complex",0,"Process2"
18873893,4.68,4,"f","easier",8,"complex",0,"Probability"
18873893,4.68,4,"f","easier",9,"complex",0,"Pattern"
18873893,4.68,4,"f","easier",10,"complex",1,"Process1"
18873893,4.68,4,"f","easier",11,"agent",0,"Agent2"
18873893,4.68,4,"f","easier",12,"agent",0,"Agent1"
18873893,4.68,4,"f","easier",13,"agent",0,"Agent3"
24792886,4.27,4,"m","harder",1,"simple",1,"Number3"
24792886,4.27,4,"m","harder",2,"simple",0,"Number&Stability"
24792886,4.27,4,"m","harder",3,"simple",1,"Number4"
24792886,4.27,4,"m","harder",4,"simple",0,"Stability"
24792886,4.27,4,"m","harder",5,"simple",1,"Number1"
24792886,4.27,4,"m","harder",6,"simple",1,"Number2"
24792886,4.27,4,"m","harder",7,"complex",0,"Process2"
24792886,4.27,4,"m","harder",8,"complex",1,"Pattern"
24792886,4.27,4,"m","harder",9,"complex",0,"Probability"
24792886,4.27,4,"m","harder",10,"complex",1,"Process1"
24792886,4.27,4,"m","harder",11,"agent",1,"Agent1"
24792886,4.27,4,"m","harder",12,"agent",1,"Agent2"
24792886,4.27,4,"m","harder",13,"agent",1,"Agent3"
10155581,4.84,4,"m","easier",1,"simple",1,"Number4"
10155581,4.84,4,"m","easier",2,"simple",0,"Number2"
10155581,4.84,4,"m","easier",3,"simple",1,"Number1"
10155581,4.84,4,"m","easier",4,"simple",1,"Stability"
10155581,4.84,4,"m","easier",5,"simple",1,"Number&Stability"
10155581,4.84,4,"m","easier",6,"simple",1,"Number3"
10155581,4.84,4,"m","easier",7,"complex",0,"Process1"
10155581,4.84,4,"m","easier",8,"complex",0,"Pattern"
10155581,4.84,4,"m","easier",9,"complex",1,"Probability"
10155581,4.84,4,"m","easier",10,"complex",1,"Process2"
10155581,4.84,4,"m","easier",11,"agent",1,"Agent3"
10155581,4.84,4,"m","easier",12,"agent",1,"Agent1"
10155581,4.84,4,"m","easier",13,"agent",1,"Agent2"
53720698,4.19,4,"m","harder",1,"simple",1,"Number3"
53720698,4.19,4,"m","harder",2,"simple",1,"Stability"
53720698,4.19,4,"m","harder",3,"simple",0,"Number&Stability"
53720698,4.19,4,"m","harder",4,"simple",1,"Number1"
53720698,4.19,4,"m","harder",5,"simple",1,"Number4"
53720698,4.19,4,"m","harder",6,"simple",1,"Number2"
53720698,4.19,4,"m","harder",7,"complex",1,"Process2"
53720698,4.19,4,"m","harder",8,"complex",1,"Pattern"
53720698,4.19,4,"m","harder",9,"complex",0,"Probability"
53720698,4.19,4,"m","harder",10,"complex",1,"Process1"
53720698,4.19,4,"m","harder",11,"agent",1,"Agent2"
53720698,4.19,4,"m","harder",12,"agent",1,"Agent3"
53720698,4.19,4,"m","harder",13,"agent",1,"Agent1"
26556256,4.6,4,"f","easier",1,"simple",1,"Number2"
26556256,4.6,4,"f","easier",2,"simple",0,"Number&Stability"
26556256,4.6,4,"f","easier",3,"simple",0,"Number4"
26556256,4.6,4,"f","easier",4,"simple",1,"Number3"
26556256,4.6,4,"f","easier",5,"simple",1,"Stability"
26556256,4.6,4,"f","easier",6,"simple",1,"Number1"
26556256,4.6,4,"f","easier",7,"complex",0,"Probability"
26556256,4.6,4,"f","easier",8,"complex",0,"Pattern"
26556256,4.6,4,"f","easier",9,"complex",1,"Process2"
26556256,4.6,4,"f","easier",10,"complex",0,"Process1"
26556256,4.6,4,"f","easier",11,"agent",0,"Agent1"
26556256,4.6,4,"f","easier",12,"agent",1,"Agent2"
26556256,4.6,4,"f","easier",13,"agent",0,"Agent3"
82441194,4.68,4,"f","harder",1,"simple",1,"Number&Stability"
82441194,4.68,4,"f","harder",2,"simple",1,"Number3"
82441194,4.68,4,"f","harder",3,"simple",1,"Number2"
82441194,4.68,4,"f","harder",4,"simple",1,"Number4"
82441194,4.68,4,"f","harder",5,"simple",1,"Stability"
82441194,4.68,4,"f","harder",6,"simple",1,"Number1"
82441194,4.68,4,"f","harder",7,"complex",0,"Process1"
82441194,4.68,4,"f","harder",8,"complex",0,"Process2"
82441194,4.68,4,"f","harder",9,"complex",0,"Probability"
82441194,4.68,4,"f","harder",10,"complex",0,"Pattern"
82441194,4.68,4,"f","harder",11,"agent",1,"Agent3"
82441194,4.68,4,"f","harder",12,"agent",1,"Agent1"
82441194,4.68,4,"f","harder",13,"agent",1,"Agent2"
72996829,4.76,4,"f","easier",1,"simple",1,"Number2"
72996829,4.76,4,"f","easier",2,"simple",0,"Number&Stability"
72996829,4.76,4,"f","easier",3,"simple",0,"Number3"
72996829,4.76,4,"f","easier",4,"simple",0,"Stability"
72996829,4.76,4,"f","easier",5,"simple",0,"Number4"
72996829,4.76,4,"f","easier",6,"simple",0,"Number1"
72996829,4.76,4,"f","easier",7,"complex",1,"Process2"
72996829,4.76,4,"f","easier",8,"complex",0,"Process1"
72996829,4.76,4,"f","easier",9,"complex",0,"Pattern"
72996829,4.76,4,"f","easier",10,"complex",1,"Probability"
72996829,4.76,4,"f","easier",11,"agent",0,"Agent3"
72996829,4.76,4,"f","easier",12,"agent",1,"Agent2"
72996829,4.76,4,"f","easier",13,"agent",1,"Agent1"
68184912,4.68,4,"f","harder",1,"simple",1,"Stability"
68184912,4.68,4,"f","harder",2,"simple",1,"Number4"
68184912,4.68,4,"f","harder",3,"simple",1,"Number3"
68184912,4.68,4,"f","harder",4,"simple",1,"Number2"
68184912,4.68,4,"f","harder",5,"simple",0,"Number&Stability"
68184912,4.68,4,"f","harder",6,"simple",1,"Number1"
68184912,4.68,4,"f","harder",7,"complex",0,"Pattern"
68184912,4.68,4,"f","harder",8,"complex",1,"Probability"
68184912,4.68,4,"f","harder",9,"complex",0,"Process2"
68184912,4.68,4,"f","harder",10,"complex",0,"Process1"
68184912,4.68,4,"f","harder",11,"agent",0,"Agent1"
68184912,4.68,4,"f","harder",12,"agent",1,"Agent2"
68184912,4.68,4,"f","harder",13,"agent",1,"Agent3"
98886205,4.76,4,"f","easier",1,"simple",1,"Number2"
98886205,4.76,4,"f","easier",2,"simple",1,"Number&Stability"
98886205,4.76,4,"f","easier",3,"simple",1,"Number4"
98886205,4.76,4,"f","easier",4,"simple",1,"Number3"
98886205,4.76,4,"f","easier",5,"simple",1,"Number1"
98886205,4.76,4,"f","easier",6,"simple",1,"Stability"
98886205,4.76,4,"f","easier",7,"complex",0,"Process2"
98886205,4.76,4,"f","easier",8,"complex",1,"Process1"
98886205,4.76,4,"f","easier",9,"complex",0,"Pattern"
98886205,4.76,4,"f","easier",10,"complex",1,"Probability"
98886205,4.76,4,"f","easier",11,"agent",1,"Agent1"
98886205,4.76,4,"f","easier",12,"agent",1,"Agent2"
98886205,4.76,4,"f","easier",13,"agent",1,"Agent3"
32542891,4.6,4,"m","harder",1,"simple",0,"Number1"
32542891,4.6,4,"m","harder",2,"simple",1,"Number3"
32542891,4.6,4,"m","harder",3,"simple",1,"Number4"
32542891,4.6,4,"m","harder",4,"simple",1,"Stability"
32542891,4.6,4,"m","harder",5,"simple",1,"Number&Stability"
32542891,4.6,4,"m","harder",6,"simple",1,"Number2"
32542891,4.6,4,"m","harder",7,"complex",1,"Process1"
32542891,4.6,4,"m","harder",8,"complex",1,"Pattern"
32542891,4.6,4,"m","harder",9,"complex",0,"Process2"
32542891,4.6,4,"m","harder",10,"complex",1,"Probability"
32542891,4.6,4,"m","harder",11,"agent",1,"Agent2"
32542891,4.6,4,"m","harder",12,"agent",1,"Agent3"
32542891,4.6,4,"m","harder",13,"agent",1,"Agent1"
91765361,4.35,4,"f","harder",1,"simple",0,"Number4"
91765361,4.35,4,"f","harder",2,"simple",0,"Number2"
91765361,4.35,4,"f","harder",3,"simple",1,"Number&Stability"
91765361,4.35,4,"f","harder",4,"simple",1,"Stability"
91765361,4.35,4,"f","harder",5,"simple",0,"Number3"
91765361,4.35,4,"f","harder",6,"simple",0,"Number1"
91765361,4.35,4,"f","harder",7,"complex",1,"Process1"
91765361,4.35,4,"f","harder",8,"complex",0,"Pattern"
91765361,4.35,4,"f","harder",9,"complex",1,"Probability"
91765361,4.35,4,"f","harder",10,"complex",1,"Process2"
91765361,4.35,4,"f","harder",11,"agent",0,"Agent2"
91765361,4.35,4,"f","harder",12,"agent",1,"Agent3"
91765361,4.35,4,"f","harder",13,"agent",0,"Agent1"
48055771,4.76,4,"m","harder",1,"simple",1,"Stability"
48055771,4.76,4,"m","harder",2,"simple",1,"Number2"
48055771,4.76,4,"m","harder",3,"simple",1,"Number4"
48055771,4.76,4,"m","harder",4,"simple",1,"Number&Stability"
48055771,4.76,4,"m","harder",5,"simple",1,"Number3"
48055771,4.76,4,"m","harder",6,"simple",1,"Number1"
48055771,4.76,4,"m","harder",7,"complex",0,"Process1"
48055771,4.76,4,"m","harder",8,"complex",0,"Process2"
48055771,4.76,4,"m","harder",9,"complex",1,"Probability"
48055771,4.76,4,"m","harder",10,"complex",1,"Pattern"
48055771,4.76,4,"m","harder",11,"agent",1,"Agent2"
48055771,4.76,4,"m","harder",12,"agent",0,"Agent1"
48055771,4.76,4,"m","harder",13,"agent",0,"Agent3"
19185916,4.76,4,"f","harder",1,"simple",1,"Number4"
19185916,4.76,4,"f","harder",2,"simple",1,"Stability"
19185916,4.76,4,"f","harder",3,"simple",1,"Number3"
19185916,4.76,4,"f","harder",4,"simple",1,"Number1"
19185916,4.76,4,"f","harder",5,"simple",1,"Number2"
19185916,4.76,4,"f","harder",6,"simple",0,"Number&Stability"
19185916,4.76,4,"f","harder",7,"complex",1,"Probability"
19185916,4.76,4,"f","harder",8,"complex",1,"Process1"
19185916,4.76,4,"f","harder",9,"complex",0,"Pattern"
19185916,4.76,4,"f","harder",10,"complex",0,"Process2"
19185916,4.76,4,"f","harder",11,"agent",1,"Agent1"
19185916,4.76,4,"f","harder",12,"agent",1,"Agent2"
19185916,4.76,4,"f","harder",13,"agent",1,"Agent3"
99107902,4.19,4,"f","easier",1,"simple",1,"Number1"
99107902,4.19,4,"f","easier",2,"simple",1,"Number&Stability"
99107902,4.19,4,"f","easier",3,"simple",1,"Number2"
99107902,4.19,4,"f","easier",4,"simple",1,"Number4"
99107902,4.19,4,"f","easier",5,"simple",1,"Number3"
99107902,4.19,4,"f","easier",6,"simple",1,"Stability"
99107902,4.19,4,"f","easier",7,"complex",0,"Process2"
99107902,4.19,4,"f","easier",8,"complex",1,"Process1"
99107902,4.19,4,"f","easier",9,"complex",0,"Pattern"
99107902,4.19,4,"f","easier",10,"complex",1,"Probability"
99107902,4.19,4,"f","easier",11,"agent",1,"Agent2"
99107902,4.19,4,"f","easier",12,"agent",1,"Agent1"
99107902,4.19,4,"f","easier",13,"agent",1,"Agent3"
82487003,4.02,4,"m","easier",1,"simple",1,"Number4"
82487003,4.02,4,"m","easier",2,"simple",1,"Number3"
82487003,4.02,4,"m","easier",3,"simple",0,"Number1"
82487003,4.02,4,"m","easier",4,"simple",0,"Stability"
82487003,4.02,4,"m","easier",5,"simple",1,"Number2"
82487003,4.02,4,"m","easier",6,"simple",1,"Number&Stability"
82487003,4.02,4,"m","easier",7,"complex",1,"Pattern"
82487003,4.02,4,"m","easier",8,"complex",0,"Probability"
82487003,4.02,4,"m","easier",10,"complex",0,"Process2"
82487003,4.02,4,"m","easier",11,"agent",0,"Agent2"
82487003,4.02,4,"m","easier",12,"agent",0,"Agent3"
82487003,4.02,4,"m","easier",13,"agent",1,"Agent1"
88134888,4.76,4,"m","easier",1,"simple",1,"Number4"
88134888,4.76,4,"m","easier",2,"simple",1,"Number1"
88134888,4.76,4,"m","easier",3,"simple",1,"Number3"
88134888,4.76,4,"m","easier",4,"simple",1,"Number2"
88134888,4.76,4,"m","easier",5,"simple",0,"Stability"
88134888,4.76,4,"m","easier",6,"simple",0,"Number&Stability"
88134888,4.76,4,"m","easier",7,"complex",1,"Probability"
88134888,4.76,4,"m","easier",8,"complex",0,"Process1"
88134888,4.76,4,"m","easier",9,"complex",1,"Process2"
88134888,4.76,4,"m","easier",10,"complex",0,"Pattern"
88134888,4.76,4,"m","easier",11,"agent",1,"Agent3"
88134888,4.76,4,"m","easier",12,"agent",0,"Agent2"
88134888,4.76,4,"m","easier",13,"agent",1,"Agent1"
13538255,4.43,4,"f","easier",1,"simple",1,"Number2"
13538255,4.43,4,"f","easier",2,"simple",1,"Number3"
13538255,4.43,4,"f","easier",3,"simple",1,"Number4"
13538255,4.43,4,"f","easier",4,"simple",1,"Number1"
13538255,4.43,4,"f","easier",5,"simple",1,"Number&Stability"
13538255,4.43,4,"f","easier",6,"simple",1,"Stability"
13538255,4.43,4,"f","easier",7,"complex",0,"Pattern"
13538255,4.43,4,"f","easier",8,"complex",0,"Process2"
13538255,4.43,4,"f","easier",9,"complex",0,"Probability"
13538255,4.43,4,"f","easier",10,"complex",1,"Process1"
13538255,4.43,4,"f","easier",11,"agent",0,"Agent3"
13538255,4.43,4,"f","easier",12,"agent",0,"Agent1"
13538255,4.43,4,"f","easier",13,"agent",0,"Agent2"
29036921,4.35,4,"m","easier",1,"simple",1,"Number3"
29036921,4.35,4,"m","easier",2,"simple",1,"Number4"
29036921,4.35,4,"m","easier",3,"simple",1,"Stability"
29036921,4.35,4,"m","easier",4,"simple",1,"Number2"
29036921,4.35,4,"m","easier",5,"simple",0,"Number&Stability"
29036921,4.35,4,"m","easier",6,"simple",1,"Number1"
29036921,4.35,4,"m","easier",7,"complex",0,"Pattern"
29036921,4.35,4,"m","easier",8,"complex",0,"Process2"
29036921,4.35,4,"m","easier",9,"complex",1,"Probability"
29036921,4.35,4,"m","easier",10,"complex",1,"Process1"
29036921,4.35,4,"m","easier",11,"agent",0,"Agent3"
29036921,4.35,4,"m","easier",12,"agent",1,"Agent1"
29036921,4.35,4,"m","easier",13,"agent",0,"Agent2"
95414550,4.93,4,"f","easier",1,"simple",0,"Number1"
95414550,4.93,4,"f","easier",2,"simple",0,"Number3"
95414550,4.93,4,"f","easier",3,"simple",1,"Stability"
95414550,4.93,4,"f","easier",4,"simple",1,"Number&Stability"
95414550,4.93,4,"f","easier",5,"simple",0,"Number4"
95414550,4.93,4,"f","easier",6,"simple",0,"Number2"
95414550,4.93,4,"f","easier",7,"complex",1,"Probability"
95414550,4.93,4,"f","easier",8,"complex",0,"Process1"
95414550,4.93,4,"f","easier",9,"complex",1,"Process2"
95414550,4.93,4,"f","easier",10,"complex",0,"Pattern"
95414550,4.93,4,"f","easier",11,"agent",0,"Agent3"
95414550,4.93,4,"f","easier",12,"agent",1,"Agent1"
95414550,4.93,4,"f","easier",13,"agent",0,"Agent2"
60756185,4.93,4,"m","harder",1,"simple",1,"Number1"
60756185,4.93,4,"m","harder",2,"simple",1,"Number3"
60756185,4.93,4,"m","harder",3,"simple",0,"Number&Stability"
60756185,4.93,4,"m","harder",4,"simple",1,"Number4"
60756185,4.93,4,"m","harder",5,"simple",1,"Stability"
60756185,4.93,4,"m","harder",6,"simple",1,"Number2"
60756185,4.93,4,"m","harder",7,"complex",0,"Probability"
60756185,4.93,4,"m","harder",8,"complex",0,"Process2"
60756185,4.93,4,"m","harder",9,"complex",1,"Process1"
60756185,4.93,4,"m","harder",10,"complex",0,"Pattern"
60756185,4.93,4,"m","harder",11,"agent",1,"Agent2"
60756185,4.93,4,"m","harder",12,"agent",1,"Agent1"
60756185,4.93,4,"m","harder",13,"agent",1,"Agent3"
66338994,4.93,4,"f","easier",1,"simple",1,"Number4"
66338994,4.93,4,"f","easier",2,"simple",1,"Number1"
66338994,4.93,4,"f","easier",3,"simple",1,"Number3"
66338994,4.93,4,"f","easier",4,"simple",1,"Number2"
66338994,4.93,4,"f","easier",5,"simple",1,"Stability"
66338994,4.93,4,"f","easier",6,"simple",1,"Number&Stability"
66338994,4.93,4,"f","easier",7,"complex",1,"Probability"
66338994,4.93,4,"f","easier",8,"complex",0,"Process2"
66338994,4.93,4,"f","easier",9,"complex",1,"Process1"
66338994,4.93,4,"f","easier",10,"complex",0,"Pattern"
66338994,4.93,4,"f","easier",11,"agent",1,"Agent3"
66338994,4.93,4,"f","easier",12,"agent",1,"Agent2"
66338994,4.93,4,"f","easier",13,"agent",1,"Agent1"
56708789,4.93,4,"f","easier",1,"simple",0,"Number1"
56708789,4.93,4,"f","easier",2,"simple",0,"Number2"
56708789,4.93,4,"f","easier",3,"simple",1,"Stability"
56708789,4.93,4,"f","easier",4,"simple",1,"Number4"
56708789,4.93,4,"f","easier",5,"simple",0,"Number3"
56708789,4.93,4,"f","easier",6,"simple",1,"Number&Stability"
56708789,4.93,4,"f","easier",7,"complex",1,"Probability"
56708789,4.93,4,"f","easier",8,"complex",1,"Process1"
56708789,4.93,4,"f","easier",9,"complex",1,"Pattern"
56708789,4.93,4,"f","easier",10,"complex",1,"Process2"
56708789,4.93,4,"f","easier",11,"agent",1,"Agent3"
56708789,4.93,4,"f","easier",12,"agent",1,"Agent2"
56708789,4.93,4,"f","easier",13,"agent",0,"Agent1"
38501114,4.19,4,"m","harder",1,"simple",1,"Stability"
38501114,4.19,4,"m","harder",2,"simple",1,"Number2"
38501114,4.19,4,"m","harder",3,"simple",0,"Number4"
38501114,4.19,4,"m","harder",4,"simple",1,"Number&Stability"
38501114,4.19,4,"m","harder",5,"simple",0,"Number3"
38501114,4.19,4,"m","harder",6,"simple",1,"Number1"
38501114,4.19,4,"m","harder",7,"complex",0,"Process1"
38501114,4.19,4,"m","harder",8,"complex",0,"Probability"
38501114,4.19,4,"m","harder",9,"complex",1,"Pattern"
38501114,4.19,4,"m","harder",10,"complex",1,"Process2"
38501114,4.19,4,"m","harder",11,"agent",1,"Agent1"
38501114,4.19,4,"m","harder",12,"agent",1,"Agent2"
38501114,4.19,4,"m","harder",13,"agent",0,"Agent3"
42772342,4.68,4,"f","easier",1,"simple",1,"Stability"
42772342,4.68,4,"f","easier",2,"simple",1,"Number1"
42772342,4.68,4,"f","easier",3,"simple",0,"Number&Stability"
42772342,4.68,4,"f","easier",4,"simple",1,"Number3"
42772342,4.68,4,"f","easier",5,"simple",0,"Number2"
42772342,4.68,4,"f","easier",6,"simple",0,"Number4"
42772342,4.68,4,"f","easier",7,"complex",0,"Process2"
42772342,4.68,4,"f","easier",8,"complex",0,"Process1"
42772342,4.68,4,"f","easier",9,"complex",0,"Pattern"
